# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
54.80 -0.0084 -1.8720e-2 2.4380e-2 8.3928e-3
54.90 -0.0074 -1.7002e-2 2.2579e-2 7.4272e-3
55.00 -0.0065 -1.5388e-2 2.0919e-2 6.5127e-3
55.10 -0.0056 -1.3870e-2 1.9393e-2 5.6462e-3
55.20 -0.0048 -1.2442e-2 1.7994e-2 4.8246e-3
55.30 -0.0040 -1.1094e-2 1.6708e-2 4.0456e-3
55.40 -0.0033 -9.8204e-3 1.5509e-2 3.3083e-3
55.50 -0.0026 -8.6221e-3 1.4382e-2 2.6117e-3
55.60 -0.0020 -7.5005e-3 1.3327e-2 1.9531e-3
55.70 -0.0013 -6.4523e-3 1.2353e-2 1.3272e-3
55.80 -0.0007 -5.4680e-3 1.1459e-2 7.2790e-4
55.90 -0.0001 -4.5363e-3 1.0629e-2 1.4975e-4
56.00 0.0004 -3.6477e-3 9.8466e-3 -4.1147e-4
56.10 0.0010 -2.7950e-3 9.1046e-3 -9.5878e-4
56.20 0.0015 -1.9726e-3 8.3988e-3 -1.4935e-3
56.30 0.0020 -1.1774e-3 7.7253e-3 -2.0155e-3
56.40 0.0025 -4.0894e-4 7.0813e-3 -2.5230e-3
56.50 0.0030 3.3086e-4 6.4658e-3 -3.0140e-3
56.60 0.0035 1.0388e-3 5.8808e-3 -3.4862e-3
56.70 0.0039 1.7117e-3 5.3297e-3 -3.9376e-3
56.80 0.0044 2.3471e-3 4.8160e-3 -4.3669e-3
56.90 0.0048 2.9431e-3 4.3421e-3 -4.7730e-3
57.00 0.0052 3.4993e-3 3.9088e-3 -5.1556e-3
57.10 0.0055 4.0162e-3 3.5159e-3 -5.5146e-3
57.20 0.0059 4.4949e-3 3.1618e-3 -5.8503e-3
57.30 0.0062 4.9370e-3 2.8439e-3 -6.1630e-3
57.40 0.0065 5.3443e-3 2.5591e-3 -6.4534e-3
57.50 0.0067 5.7186e-3 2.3044e-3 -6.7219e-3
57.60 0.0070 6.0613e-3 2.0767e-3 -6.9691e-3
57.70 0.0072 6.3742e-3 1.8734e-3 -7.1958e-3
57.80 0.0074 6.6589e-3 1.6920e-3 -7.4028e-3
57.90 0.0076 6.9170e-3 1.5304e-3 -7.5909e-3
58.00 0.0078 7.1501e-3 1.3864e-3 -7.7610e-3
58.10 0.0079 7.3596e-3 1.2584e-3 -7.9141e-3
58.20 0.0081 7.5472e-3 1.1445e-3 -8.0510e-3
58.30 0.0082 7.7142e-3 1.0434e-3 -8.1726e-3
58.40 0.0083 7.8623e-3 9.5347e-4 -8.2800e-3
58.50 0.0084 7.9927e-3 8.7347e-4 -8.3739e-3
58.60 0.0085 8.1068e-3 8.0221e-4 -8.4553e-3
58.70 0.0086 8.2059e-3 7.3866e-4 -8.5250e-3
58.80 0.0086 8.2911e-3 6.8189e-4 -8.5838e-3
58.90 0.0087 8.3634e-3 6.3110e-4 -8.6324e-3
59.00 0.0087 8.4239e-3 5.8558e-4 -8.6715e-3
59.10 0.0087 8.4734e-3 5.4472e-4 -8.7018e-3
59.20 0.0088 8.5128e-3 5.0796e-4 -8.7238e-3
59.30 0.0088 8.5429e-3 4.7483e-4 -8.7382e-3
59.40 0.0088 8.5643e-3 4.4492e-4 -8.7454e-3
59.50 0.0088 8.5777e-3 4.1785e-4 -8.7459e-3
59.60 0.0088 8.5837e-3 3.9331e-4 -8.7402e-3
59.70 0.0088 8.5828e-3 3.7101e-4 -8.7288e-3
59.80 0.0088 8.5757e-3 3.5070e-4 -8.7121e-3
59.90 0.0087 8.5627e-3 3.3217e-4 -8.6903e-3
60.00 0.0087 8.5444e-3 3.1521e-4 -8.6640e-3
60.10 0.0087 8.5211e-3 2.9967e-4 -8.6334e-3
60.20 0.0086 8.4931e-3 2.8538e-4 -8.5988e-3
60.30 0.0086 8.4610e-3 2.7223e-4 -8.5606e-3
60.40 0.0086 8.4250e-3 2.6008e-4 -8.5189e-3
60.50 0.0085 8.3853e-3 2.4884e-4 -8.4741e-3
60.60 0.0085 8.3424e-3 2.3841e-4 -8.4265e-3
60.70 0.0084 8.2964e-3 2.2872e-4 -8.3761e-3
60.80 0.0084 8.2476e-3 2.1970e-4 -8.3233e-3
60.90 0.0083 8.1963e-3 2.1126e-4 -8.2682e-3
61.00 0.0082 8.1426e-3 2.0337e-4 -8.2111e-3
61.10 0.0082 8.0868e-3 1.9597e-4 -8.1521e-3
61.20 0.0081 8.0291e-3 1.8902e-4 -8.0914e-3
61.30 0.0081 7.9696e-3 1.8246e-4 -8.0291e-3
61.40 0.0080 7.9084e-3 1.7628e-4 -7.9654e-3
61.50 0.0079 7.8459e-3 1.7043e-4 -7.9004e-3
61.60 0.0079 7.7820e-3 1.6489e-4 -7.8343e-3
61.70 0.0078 7.7169e-3 1.5963e-4 -7.7671e-3
61.80 0.0077 7.6508e-3 1.5462e-4 -7.6990e-3
61.90 0.0077 7.5837e-3 1.4986e-4 -7.6300e-3
62.00 0.0076 7.5158e-3 1.4531e-4 -7.5604e-3
62.10 0.0075 7.4472e-3 1.4096e-4 -7.4901e-3
62.20 0.0074 7.3780e-3 1.3680e-4 -7.4193e-3
62.30 0.0074 7.3082e-3 1.3282e-4 -7.3481e-3
62.40 0.0073 7.2380e-3 1.2899e-4 -7.2765e-3
62.50 0.0072 7.1674e-3 1.2531e-4 -7.2045e-3
62.60 0.0072 7.0965e-3 1.2178e-4 -7.1324e-3
62.70 0.0071 7.0254e-3 1.1837e-4 -7.0601e-3
62.80 0.0070 6.9541e-3 1.1509e-4 -6.9876e-3
62.90 0.0069 6.8827e-3 1.1192e-4 -6.9151e-3
63.00 0.0069 6.8113e-3 1.0886e-4 -6.8427e-3
63.10 0.0068 6.7399e-3 1.0590e-4 -6.7703e-3
63.20 0.0067 6.6685e-3 1.0304e-4 -6.6979e-3
63.30 0.0066 6.5973e-3 1.0027e-4 -6.6258e-3
63.40 0.0066 6.5262e-3 9.7592e-5 -6.5538e-3
63.50 0.0065 6.4553e-3 9.4993e-5 -6.4820e-3
63.60 0.0064 6.3846e-3 9.2472e-5 -6.4105e-3
63.70 0.0064 6.3142e-3 9.0026e-5 -6.3393e-3
63.80 0.0063 6.2440e-3 8.7652e-5 -6.2685e-3
